"txid","refid","time","type","subtype","aclass","subclass","asset","wallet","amount","fee","balance"
"L4C4ZC-VTNBY-ZVDSFF","STRJGOQ-ZVAT3-QWXQ3B","2023-04-06 07:11:35","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0032114400,0,1.7671403800
"LOLJMS-BU56O-ZGGUVT","STEVIUR-WR5MH-5NIWXK","2023-04-13 07:58:10","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0032172700,0,1.7703576500
"LPIFOE-KFE52-KQYHWV","STXZI6X-UMWJP-XI6W6G","2023-04-20 07:07:50","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0032231000,0,1.7735807500
"LOWN7F-CVMT2-56B34D","FTLW1YG-WiZvOAKc19ohCmwGnX03N2","2023-04-26 07:48:43","deposit","","currency","stable_coin","USDC","spot / main",5.00000000,0,5.00007900
"LTNUPJ-7DZQI-LZGMUT","FTgvlNV-Ps3AkfHfn1Zy4XvjQkOMb4","2023-04-26 07:49:19","deposit","","currency","stable_coin","USDC","spot / main",2700.77939500,0,2705.77947400
"LDCCAN-3AUJA-V4H6QM","TSOQJH3-2SOI7-XKXRRB","2023-04-26 07:53:02","spend","","currency","stable_coin","USDC","spot / main",-2705.77940000,0,0.00007400
"L3C4BN-5XEXA-FQ2F6B","TSOQJH3-2SOI7-XKXRRB","2023-04-26 07:53:02","receive","","currency","fiat","EUR","spot / main",2455.2200,36.2800,2418.9468
"L3SWWZ-6ACAG-ZF4ABE","TSP4TMD-HFD5H-BCOWZG","2023-04-26 07:53:20","spend","","currency","fiat","EUR","spot / main",-2383.1900,35.7500,0.0068
"L5Z56L-BRTX4-R5BK6B","TSP4TMD-HFD5H-BCOWZG","2023-04-26 07:53:20","receive","","currency","crypto","BTC","spot / main",0.0925885500,0,0.0925925400
"LRHQBI-2JO74-RSGBTO","FThUqN9-x0UvWHL21JjoUPkIi4ZRMQ","2023-04-26 07:57:57","withdrawal","","currency","crypto","BTC","spot / main",-0.0899704300,0.0000100000,0.0026121100
"LS6KC4-DOSRR-ZL7BP5","STEKQFR-DKKXO-IYTJEY","2023-04-27 07:08:39","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0032289900,0,1.7768097400
"LMMC2Y-KLYIW-NONO6R","ST425XK-67RUD-V4KMEM","2023-05-04 07:11:51","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0030646200,0,1.7798743600
"LFKSBN-GWODI-2MYQYT","STEOMB3-4JRXN-LSLNME","2023-05-11 07:17:47","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0030699100,0,1.7829442700
"LINZ36-FHUGS-QBCYPI","STKBZRM-UJA7Y-XC5XOA","2023-05-18 07:02:33","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0030752000,0,1.7860194700
"L2ETRA-F53ES-K6DYVD","FTGALqX-1kODUOSdjvmx1I0kr2KIg9","2023-05-22 09:39:29","deposit","","currency","stable_coin","USDC","spot / main",3.00000000,0,3.00007400
"L5WIBB-J4X3W-A5W3HX","FTRNpTt-WBB7U475AU6k4IxAGjTpnx","2023-05-22 09:41:55","deposit","","currency","stable_coin","USDC","spot / main",3997.00000000,0,4000.00007400
"LL2XB5-O73TY-TXUAAG","TSE5TSQ-AOWDP-QO7WGO","2023-05-22 11:06:31","spend","","currency","stable_coin","USDC","spot / main",-4000.00000000,0,0.00007400
"L6MJ65-527WA-EERJQZ","TSE5TSQ-AOWDP-QO7WGO","2023-05-22 11:06:31","receive","","currency","fiat","EUR","spot / main",3694.7900,54.6000,3640.1968
"LWG7AB-OXGPR-6HWLYI","FTSOnWJ-cxtEEQIIOEObz56p61sHle","2023-05-22 11:15:58","withdrawal","","currency","fiat","EUR","spot / main",-3639.1900,1.0000,0.0068
"LUPE4N-DLYCI-ZYI5X5","STGB27Y-BQDGJ-APZ3ZF","2023-05-25 06:55:36","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0034227900,0,1.7894422600
"LSY25P-ZUH2R-MFZV5P","STBHNN4-G7XQA-2OBMEL","2023-06-01 06:58:45","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0034293400,0,1.7928716000
"LTXJTC-IDZTO-YAMJIT","FTen8BZ-o2E4vORbxE75ZXiJIobC2t","2023-06-05 07:14:41","deposit","","currency","stable_coin","USDC","spot / main",3.00000000,0,3.00007400
"LHVKHC-CBXLN-GECOKB","FTZGOSz-pbZrRdcjdCRRTwwW4Svyic","2023-06-05 07:15:20","deposit","","currency","stable_coin","USDC","spot / main",3309.55492600,0,3312.55500000
"LNBJME-7NSIS-CB67UI","TSZPL6S-3BQAD-KYKJHV","2023-06-05 07:27:48","spend","","currency","stable_coin","USDC","spot / main",-3312.55500000,0,0.00000000
"LJZ5VW-DSPSJ-AHI4X3","TSZPL6S-3BQAD-KYKJHV","2023-06-05 07:27:48","receive","","currency","fiat","EUR","spot / main",3097.2400,45.7700,3051.4768
"LDCTMV-HX36D-G7CSSZ","FTXvHSE-NkOQY2D3jqmTf1SHxgL8Xv","2023-06-05 07:30:14","withdrawal","","currency","fiat","EUR","spot / main",-3050.4700,1.0000,0.0068
"LIN73P-OCXQ7-N42LBK","STPDXPN-H6V6F-JU7W3T","2023-06-08 07:03:32","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0035527300,0,1.7964243300
"LXS2H4-25AUG-KSCLGZ","ST6CXXB-SES3X-YZBZSN","2023-06-15 07:06:42","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0033635300,0,1.7997878600
"LRGYCZ-UIKCO-JIKSFT","FTVhtax-8aRsqV0SDxRjR9Ds5zv6SV","2023-06-21 09:33:49","deposit","","currency","stable_coin","USDC","spot / main",10.00000000,0,10.00000000
"LECA22-DGVQB-U4FNAK","FTTlNqb-nrcHhJUkWhXZvuLneNfMce","2023-06-21 09:35:38","deposit","","currency","stable_coin","USDC","spot / main",2990.00000000,0,3000.00000000
"L7EDQ5-FFAHD-L5XFHY","TSD47AI-LUQEK-BF5FIQ","2023-06-21 09:37:36","spend","","currency","stable_coin","USDC","spot / main",-3000.00000000,0,0.00000000
"LVMF3D-WXH2C-OCFZVO","TSD47AI-LUQEK-BF5FIQ","2023-06-21 09:37:36","receive","","currency","fiat","EUR","spot / main",2742.9000,40.5400,2702.3668
"LQGF54-ZPK2W-UG5WCQ","FTSmL41-niAqTiMPX0gYH1IYUbNPP3","2023-06-21 09:40:02","withdrawal","","currency","fiat","EUR","spot / main",-2701.3600,1.0000,0.0068
"LCAJ6M-QZE5X-AYFG4C","STS23FC-3QPQQ-VIDBQ4","2023-06-22 07:06:50","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0032974000,0,1.8030852600
"LMY4FG-OGYML-BBK7WC","STNG736-4INXM-3QM5QQ","2023-06-29 07:13:44","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0033863800,0,1.8064716400
"LPHPV3-UUBEF-F5BONO","FTXsXzs-5pItEKGNzTpldydipZYrkt","2023-07-03 06:01:53","deposit","","currency","stable_coin","USDC","spot / main",3000.00000000,0,3000.00000000
"L2MCAB-DSOVW-GJOYQW","TSJLOLO-LCO4R-PSRYFL","2023-07-03 06:05:44","spend","","currency","stable_coin","USDC","spot / main",-3000.00000000,0,0.00000000
"LL72XT-KQZNS-V4GDX3","TSJLOLO-LCO4R-PSRYFL","2023-07-03 06:05:44","receive","","currency","fiat","EUR","spot / main",2747.4000,40.6000,2706.8068
"LWKGJ6-SROXE-BPSAEK","FThMzZ7-TNBDuwkrssZLbypc0LruK7","2023-07-03 06:07:59","withdrawal","","currency","fiat","EUR","spot / main",-2705.8000,1.0000,0.0068
"LDSLRP-KUS3Q-HCZGSF","ST2QNXL-5ZCID-5EUGYZ","2023-07-06 07:11:44","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0033927300,0,1.8098643700
"LSX6YG-DI6XV-6OWLA4","STTGYSR-WQKCC-W3C4PW","2023-07-13 07:00:41","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0033991000,0,1.8132634700
"LT5D2E-EMRHF-PDBEUU","FTRUYV6-h4l8lJ8KF58wDHoVyowjdM","2023-07-19 09:21:02","deposit","","currency","stable_coin","USDC","spot / main",6000.00000000,0,6000.00000000
"LV3C2W-KFWAD-O3B3TW","TSLLK3K-RBL4H-HNGHFN","2023-07-19 09:46:38","spend","","currency","stable_coin","USDC","spot / main",-3000.00000000,0,3000.00000000
"LUJTRM-SHA6T-TK4NRR","TSLLK3K-RBL4H-HNGHFN","2023-07-19 09:46:38","receive","","currency","fiat","EUR","spot / main",2670.9000,39.4700,2631.4368
"LQF5RU-HKRCC-FY4J25","FThII7m-pKp3u8TEAyEu47IeaFmi5B","2023-07-19 10:06:19","withdrawal","","currency","fiat","EUR","spot / main",-1972.5700,1.0000,657.8668
"LPS4JF-YXTH4-OYO5ME","FTQmNLB-k82gLYS5tysV6VJUn9uOQT","2023-07-19 10:06:39","withdrawal","","currency","fiat","EUR","spot / main",-656.8600,1.0000,0.0068
"LK7S47-246LV-DGJJZL","TX3HSF-YKUTM-XGBWM3","2023-07-19 11:19:49","trade","tradespot","currency","stable_coin","USDC","spot / main",-3000.00000000,0,0.00000000
"LGT723-L62NM-EGJ6ZI","TX3HSF-YKUTM-XGBWM3","2023-07-19 11:19:49","trade","tradespot","currency","fiat","USD","spot / main",2999.4000,5.9988,2993.4013
"LDPESB-LC4AP-WSLHTP","TWLF3G-DDPHB-RRTRC7","2023-07-19 11:21:02","trade","tradespot","currency","fiat","USD","spot / main",-2993.4013,0,0.0000
"L4BJ7P-5B4EK-EFMZEL","TWLF3G-DDPHB-RRTRC7","2023-07-19 11:21:02","trade","tradespot","currency","crypto","KSM","spot / main",124.1649423900,0.3228287100,123.8421136800
"LPEPKA-KWQ3N-AUP2KV","FTglAvF-qi1AflBRc5UqQwFXvlrVNM","2023-07-19 12:04:49","deposit","","currency","crypto","FTM","spot / main",10.00000000,0,10.00000578
"LTIMO5-WJ2NA-INLM2U","FTB0g8C-qhRHgasJuYkTidJwO5dT3w","2023-07-19 12:08:25","deposit","","currency","crypto","FTM","spot / main",25704.17184439,0,25714.17185017
"LQPUYB-CPPUP-2CZJRX","TXJ6KI-O65OK-CNL5WW","2023-07-19 12:09:12","trade","tradespot","currency","crypto","FTM","spot / main",-25714.17185000,0,0.00000017
"LZZBXB-7AEFL-MSN5KQ","TXJ6KI-O65OK-CNL5WW","2023-07-19 12:09:12","trade","tradespot","currency","fiat","USD","spot / main",6645.1192,17.2773,6627.8419
"LOLQP7-DJM4C-Y6BUDL","T76NXY-M2PHR-2X7D6A","2023-07-19 12:10:29","trade","tradespot","currency","fiat","USD","spot / main",-6627.8419,0,0.0000
"LLKYKJ-WHTD6-VHTXXT","T76NXY-M2PHR-2X7D6A","2023-07-19 12:10:29","trade","tradespot","currency","crypto","KSM","spot / main",275.1135632200,0.7152957200,398.2403811800
"LYDG7O-U2Y7O-WUEXBK","FTNsyxc-oIzDI93D4KV1R3CMGsem4d","2023-07-19 12:17:41","withdrawal","","currency","crypto","KSM","spot / main",-0.9900000000,0.0100000000,397.2403811800
"LUTERV-BF3GD-JFQPNP","FTh90qk-IxrQrSoPxEwv2hzdUCYlfl","2023-07-19 12:21:19","withdrawal","","currency","crypto","KSM","spot / main",-397.2303811800,0.0100000000,0.0000000000
"LBTU3Z-2R24K-UR4VVX","STL5ZR5-NCNJJ-4PDTYW","2023-07-20 07:20:12","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0034054900,0,1.8166689600
"LHGT3O-U2H4G-CVQBZD","STIOXXL-CZAIN-FCOBEO","2023-07-27 07:15:36","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0034084000,0,1.8200773600
"LCLAIA-Y5M5U-7L3CNN","FTUK2Qt-clPEUGgSmVxTC8Iw27dXxo","2023-08-01 06:26:45","deposit","","currency","stable_coin","USDC","spot / main",3000.00000000,0,3000.00000000
"LK3GBC-ATTJA-WHV233","TSEXGRY-QYM55-ORPHC6","2023-08-01 06:34:21","spend","","currency","stable_coin","USDC","spot / main",-3000.00000000,0,0.00000000
"LVEGK6-E7PK7-NNBDXI","TSEXGRY-QYM55-ORPHC6","2023-08-01 06:34:21","receive","","currency","fiat","EUR","spot / main",2724.9000,40.2700,2684.6368
"L4LUYW-BVWER-VRZILX","FTGVNX9-dxWJlYFFsC19kkCOcqMYwz","2023-08-01 06:39:53","withdrawal","","currency","fiat","EUR","spot / main",-2683.6300,1.0000,0.0068
"LHRISH-YU2IL-IFPQY7","STTOARX-XSXUT-UNAQ2I","2023-08-03 07:33:18","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0032438800,0,1.8233212400
"LVIKCR-IXQTF-3KF6L5","STX7UML-PQVHD-C25VHG","2023-08-10 07:20:20","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0033474900,0,1.8266687300
"LV7MRK-ICWTZ-XEKOHH","FTSaf1K-7nq7LyG9Esz7t9iheq59ps","2023-08-15 07:43:54","deposit","","currency","stable_coin","USDC","spot / main",3000.00000000,0,3000.00000000
"LHGYZK-RAE42-L7SBKC","TSKPRAE-OJVEK-OOJB2H","2023-08-15 07:48:25","spend","","currency","stable_coin","USDC","spot / main",-3000.00000000,0,0.00000000
"LYB2K7-HITXS-EJRQYV","TSKPRAE-OJVEK-OOJB2H","2023-08-15 07:48:25","receive","","currency","fiat","EUR","spot / main",2741.7000,40.5200,2701.1868
"LUQ3VW-O5MQM-LD2XJN","FTCC9JN-BcWNGCj97NWh0YxUKQitix","2023-08-15 07:51:05","withdrawal","","currency","fiat","EUR","spot / main",-2700.1800,1.0000,0.0068
"LMFFZK-3WQSL-UA6ICZ","STMLOQZ-U535B-3PQK62","2023-08-17 07:39:14","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0033466400,0,1.8300153700
"L52NF2-N75LM-3WXR3Q","FThDgul-1bVzumSyJCUY3bQeeqYyiW","2023-08-20 18:40:06","withdrawal","","currency","crypto","BTC","spot / main",-0.0025600000,0.0000500000,0.0000021100
"LAO5QY-YIL5R-ZNM2LS","FTSdKLA-ohiBr0KbPWroEE2j5UEQ3U","2023-08-23 15:01:57","deposit","","currency","stable_coin","USDC","spot / main",3.00000000,0,3.00000000
"LGH7MT-J6SLZ-TCEARF","FTjRJqB-k3N83GE9SOpZxIXuZpXp0c","2023-08-23 15:02:32","deposit","","currency","stable_coin","USDC","spot / main",998.09037100,0,1001.09037100
"L6LSDB-2BBCW-ZEK6Y2","TS4QG5U-OYXWM-E3DBO5","2023-08-23 15:04:33","spend","","currency","stable_coin","USDC","spot / main",-1001.09030000,0,0.00007100
"LNESWY-4H7RO-C6ER7C","TS4QG5U-OYXWM-E3DBO5","2023-08-23 15:04:33","receive","","currency","fiat","EUR","spot / main",922.5000,13.6300,908.8768
"LDAGE5-GXT4M-WHO4T7","FTDwMfe-JLdLaaMkgLsWApuSEIT1fH","2023-08-23 15:05:16","withdrawal","","currency","fiat","EUR","spot / main",-907.8700,1.0000,0.0068
"LWEXGJ-DJTBL-2XN3LR","STDBC5V-JDIIV-M5ICRZ","2023-08-24 07:27:02","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0032650900,0,1.8332804600
"LTRE6K-RMADL-W2UFMC","STO5DU7-V2FVV-RR5ONF","2023-08-31 07:47:40","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0031479500,0,1.8364284100
"LIL4A2-PELUL-JJNPYU","FTQvMXw-gV4WGlsnfp8aBeuDLq8msy","2023-09-02 17:19:52","deposit","","currency","stable_coin","USDC","spot / main",3000.00330000,0,3000.00337100
"LBNPPW-CG7NM-WYRR3N","TSL2DKP-W5YV3-NW65IG","2023-09-02 17:52:14","spend","","currency","stable_coin","USDC","spot / main",-3000.00310000,0,0.00027100
"LLIRTZ-VFTY2-BRAJW5","TSL2DKP-W5YV3-NW65IG","2023-09-02 17:52:14","receive","","currency","fiat","EUR","spot / main",2783.3300,41.1300,2742.2068
"LBVNUA-NHD3G-FQJTJ3","FTEZIPf-nZnO83kmLHFS7QWAgVdgid","2023-09-02 17:53:04","withdrawal","","currency","fiat","EUR","spot / main",-2741.2000,1.0000,0.0068
"L6M2IW-QENVT-FIVROO","STDIUGX-53VKM-ROM36I","2023-09-07 08:08:54","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0032307800,0,1.8396591900
"L2QIJW-MVLPW-L5HCJ4","FTfape8-9dlYIHSOWkhdok68tx0Aen","2023-09-10 19:14:06","deposit","","currency","stable_coin","USDC","spot / main",4498.82391500,0,4498.82418600
"LEMIFQ-MOIBX-DWGQ7M","TS4X46A-NGWJG-ADTLKP","2023-09-10 19:17:51","spend","","currency","stable_coin","USDC","spot / main",-4498.82410000,0,0.00008600
"LIRLRL-XHR6G-BPMCES","TS4X46A-NGWJG-ADTLKP","2023-09-10 19:17:51","receive","","currency","fiat","EUR","spot / main",4206.4000,62.1600,4144.2468
"LSEQMB-PYLZB-2F2UCA","FTeZkDi-Y8ZoQelaSgtiURiZjeKZoG","2023-09-10 19:18:46","withdrawal","","currency","fiat","EUR","spot / main",-839.0000,1.0000,3304.2468
"LWLWYF-IZLNU-MQXFY7","FTamPid-HAMeN4cY8TfLfP4OGoZfcp","2023-09-10 19:19:12","withdrawal","","currency","fiat","EUR","spot / main",-3303.2400,1.0000,0.0068
"LCF6U2-RBFGY-N73DIZ","STJNZ3L-XIFY5-ANMMTR","2023-09-14 07:32:01","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0031976700,0,1.8428568600
"L4PEMO-WITEQ-A4BZYL","FTLDk7k-Grtk3FgVcII9SFpEkEtBPs","2023-09-17 20:14:22","deposit","","currency","stable_coin","USDC","spot / main",6000.00030000,0,6000.00038600
"LACOHQ-7ILZD-FJETSP","TSJSPEY-FNKUQ-EH7JBL","2023-09-18 06:00:02","spend","","currency","stable_coin","USDC","spot / main",-6000.00030000,0,0.00008600
"L4HLA5-VGKMU-WWVE5K","TSJSPEY-FNKUQ-EH7JBL","2023-09-18 06:00:02","receive","","currency","fiat","EUR","spot / main",5619.0000,83.0400,5535.9668
"LWDFCG-XJV6D-Y6GCGE","FTkFoSG-BDLdOzC6opaIwmOKLHxaZl","2023-09-18 06:01:53","withdrawal","","currency","fiat","EUR","spot / main",-2299.0000,1.0000,3235.9668
"LZCF34-7YIZG-KIOC6T","FTcmqYY-KpVvPofDVVLzPBgP8GsrPJ","2023-09-18 06:02:13","withdrawal","","currency","fiat","EUR","spot / main",-3234.9600,1.0000,0.0068
"L4LE32-F6JHN-T3I65N","STIDQC5-ACBME-EZE2CP","2023-09-21 08:03:26","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0032032500,0,1.8460601100
"LXFYUC-62BID-MHFFH2","STUG2DJ-LAASQ-VEOIDP","2023-09-28 07:56:46","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0032052600,0,1.8492653700
"LCANBF-DDOVE-YERXR3","STV6N4F-AKOXU-SQUEX5","2023-10-05 08:05:28","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0032143700,0,1.8524797400
"LEWYAU-OEXCN-FAE5ZV","ST4CD5C-Q7GFG-F3APU7","2023-10-12 08:09:16","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0031951100,0,1.8556748500
"LRRJKO-5D27B-TMYQLO","FTBJhCG-VgVKwPk98GQipcSEkPx6ZR","2023-10-17 08:55:41","deposit","","currency","stable_coin","USDC","spot / main",3000.00000000,0,3000.00008600
"LNS7AE-JXIDT-OYXNP4","TSLNNLA-SOAMQ-VN6HB6","2023-10-17 08:58:49","spend","","currency","stable_coin","USDC","spot / main",-3000.00000000,0,0.00008600
"LTCMEK-M56KG-OJMY7Z","TSLNNLA-SOAMQ-VN6HB6","2023-10-17 08:58:49","receive","","currency","fiat","EUR","spot / main",2845.8000,42.0600,2803.7468
"LARCL6-AKGMN-S3HZGD","FTXRKcY-rUNKbTgDuDRDcI1knSAUtG","2023-10-17 09:00:15","withdrawal","","currency","fiat","EUR","spot / main",-2802.7400,1.0000,0.0068
"LREDE5-CW446-Q7A6DO","STVDT46-WLF5G-I33AR2","2023-10-19 08:00:05","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0032112800,0,1.8588861300
"LKHK5S-LGOUO-WZA6HX","STKESNM-YBGU5-EWSRYF","2023-10-26 08:35:55","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0032524700,0,1.8621386000
"LTXJZM-BE4VC-XF5PT7","ST5T4ZD-LABYR-KPTIGP","2023-11-02 08:34:54","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0032545700,0,1.8653931700
"LKPVK3-CCN65-IODP44","FTRLg1a-Pig9awZjzZVwuxELx0Eaez","2023-11-05 15:56:57","deposit","","currency","stable_coin","USDC","spot / main",6000.00000000,0,6000.00008600
"LWVHYZ-BGGQ4-MVJGLP","TS5JAGN-INULU-GNPKO4","2023-11-05 16:22:34","spend","","currency","stable_coin","USDC","spot / main",-6000.00000000,0,0.00008600
