"txid","refid","time","type","subtype","aclass","subclass","asset","wallet","amount","fee","balance"
"LLARZM-KQYZW-Q7PFLK","FTf8jJV-HkUp4Fh01XwZSsiZKgCyIV","2020-12-09 10:09:50","withdrawal","","currency","crypto","BTC","spot / main",-0.0527500000,0.0005000000,0.0000028200
"LWDGFD-BD4AX-ROZZSB","STEMR6I-BB54J-P7X6RF","2020-12-11 03:53:40","staking","","currency","staking_on_chain","DOT.S","spot / main",0.7546468600,0,766.4186551800
"L27DZQ-QZEMK-NRD3A6","FTNaR3y-hmJW4Jlz6oEUMYvUq91jNd","2020-12-11 14:40:34","deposit","","currency","fiat","EUR","spot / main",1160.0000,0,1160.0000
"LVDMEV-TD2KG-O6CDA7","TSGNTXL-XXJRS-3BQ56K","2020-12-11 15:24:56","spend","","currency","fiat","EUR","spot / main",-100.0000,0,1060.0000
"LCFS53-YJZY5-2P5RRY","TSGNTXL-XXJRS-3BQ56K","2020-12-11 15:24:56","receive","","currency","crypto","ETH","spot / main",0.2158800000,0,0.2158800000
"LKWZRW-GQVSH-5EUFGZ","TSRCADG-QCBXB-7H2TDY","2020-12-11 17:23:14","spend","","currency","fiat","EUR","spot / main",-100.0000,0,960.0000
"L7F35X-4JZ3S-NEB4F5","TSRCADG-QCBXB-7H2TDY","2020-12-11 17:23:14","receive","","currency","crypto","ETH","spot / main",0.2190800000,0,0.4349600000
"LNZEAN-O6GL3-E673GB","ST5SPLW-CMPCE-NLQKMN","2020-12-12 02:21:09","staking","","currency","staking_on_chain","KSM.S","spot / main",0.0729632200,0,74.1004001700
"L3B4MH-ZEHIS-YTNLQZ","TSAFETR-VY76F-Z7TMJB","2020-12-12 06:41:34","spend","","currency","fiat","EUR","spot / main",-100.0000,0,860.0000
"LOOUKR-I63ZB-EATRUB","TSAFETR-VY76F-Z7TMJB","2020-12-12 06:41:34","receive","","currency","crypto","ETH","spot / main",0.2145400000,0,0.6495000000
"LIK36M-AXNZF-CU5MZL","TSI3AI4-SGM4U-HTYPNU","2020-12-12 08:28:03","spend","","currency","fiat","EUR","spot / main",-100.0000,0,760.0000
"LMSTJ7-VVWNO-QBLOBQ","TSI3AI4-SGM4U-HTYPNU","2020-12-12 08:28:03","receive","","currency","crypto","ETH","spot / main",0.2134900000,0,0.8629900000
"LNABUN-6M56O-NABF6H","TSNOJY6-DHTY3-5PITFJ","2020-12-12 10:59:02","spend","","currency","fiat","EUR","spot / main",-200.0000,0,560.0000
"L3BRVD-RPRCQ-PUTZF3","TSNOJY6-DHTY3-5PITFJ","2020-12-12 10:59:02","receive","","currency","crypto","ETH","spot / main",0.4288100000,0,1.2918000000
"LVRCDU-SK6P5-OEG5P4","TSBR4G5-AMDJD-DEC3VZ","2020-12-12 15:02:11","spend","","currency","fiat","EUR","spot / main",-100.0000,0,460.0000
"LT3WCP-HDA7W-GTVS57","TSBR4G5-AMDJD-DEC3VZ","2020-12-12 15:02:11","receive","","currency","crypto","DOT","spot / main",25.5742309900,0,25.5742309900
"LK3JJX-E44DX-MNDJ3B","FTgCGH2-934SrsU86S2BaW9jxXmH0z","2020-12-12 15:05:02","transfer","stakingfromspot","currency","staking_on_chain","DOT.S","spot / main",25.5742309900,0,791.9928861700
"LRYVID-QMD7Z-KQI5JW","FTIeOg4-rLOwse4053TlcRxQSDJcf6","2020-12-12 15:05:04","transfer","spottostaking","currency","crypto","DOT","spot / main",-25.5742309900,0,0.0000000000
"LXNIYZ-3K5CT-5LVSR3","TSYH5SM-IMCVS-M6H4C4","2020-12-12 20:45:18","spend","","currency","fiat","EUR","spot / main",-100.0000,0,360.0000
"LXITDD-7SABW-2YNI4A","TSYH5SM-IMCVS-M6H4C4","2020-12-12 20:45:18","receive","","currency","crypto","KSM","spot / main",2.4698462600,0,2.4698462600
"LZB7D2-6YYTR-NESJZD","TSY7XTZ-XC2BQ-QQMNWT","2020-12-12 20:45:44","spend","","currency","fiat","EUR","spot / main",-100.0000,0,260.0000
"LHUGZT-SFHGZ-UUQHS6","TSY7XTZ-XC2BQ-QQMNWT","2020-12-12 20:45:44","receive","","currency","crypto","DOT","spot / main",25.0673402700,0,25.0673402700
"LUVZVG-H3G4F-YCWI4F","FTazLfV-cr0f61ijMBTiZahN7hkHvF","2020-12-12 20:47:52","transfer","spottostaking","currency","crypto","DOT","spot / main",-25.0673402700,0,0.0000000000
"LVGOVX-NSRPZ-SNYVO6","FTfkXLS-rD5y3X8IShXF3O599hF9vc","2020-12-12 20:48:20","transfer","stakingfromspot","currency","staking_on_chain","DOT.S","spot / main",25.0673402700,0,817.0602264400
"LGXVJB-YNLOC-IVF5XV","FTbjeFj-kyKgevT8ahuspYYr3xdey2","2020-12-12 20:49:06","transfer","stakingfromspot","currency","staking_on_chain","KSM.S","spot / main",2.4698462600,0,76.5702464300
"L5HWJV-PSY3H-CSMPSL","FTEk23A-9bIHtLJVMmGcn4oKcApzrn","2020-12-12 20:49:21","transfer","spottostaking","currency","crypto","KSM","spot / main",-2.4698462600,0,0.0000000000
"LMXDRY-NCT32-DCVBRE","FTaCzZL-kj6OVJWHkjuzj3KIljCWYI","2020-12-13 17:39:10","withdrawal","","currency","crypto","ETH","spot / main",-1.2868000000,0.0050000000,0.0000000000
"LFHLSL-GQJCI-KHUCBS","STVAOMU-VIWNM-2UH7CV","2020-12-15 04:00:17","staking","","currency","staking_on_chain","DOT.S","spot / main",1.0453664500,0,818.1055928900
"LL4NMG-6SP45-OX2MEI","STGJK4V-ARS3H-4VV6KH","2020-12-16 02:22:56","staking","","currency","staking_on_chain","KSM.S","spot / main",0.0999901300,0,76.6702365600
"LVI2CP-7ZB6I-BADADV","STYP2LK-ZXVWF-236RC7","2020-12-18 04:08:09","staking","","currency","staking_on_chain","DOT.S","spot / main",0.8063056200,0,818.9118985100
"LGUJNA-LDT4D-5JG7N2","TSTQBPE-MTYX7-6LRRTR","2020-12-18 07:18:01","spend","","currency","fiat","EUR","spot / main",-260.0000,0,0.0000
"LSOWQU-DYOBK-CNWJJJ","TSTQBPE-MTYX7-6LRRTR","2020-12-18 07:18:01","receive","","currency","crypto","KSM","spot / main",5.5844263200,0,5.5844263200
"L3KPKO-TV7VL-GTVS4L","FTfLVZY-l7mrj1C00WlmHIwD0voPoT","2020-12-18 07:21:59","transfer","spottostaking","currency","crypto","KSM","spot / main",-5.5844263200,0,0.0000000000
"LLFEXS-C5SFE-TKTFTZ","FTBUONr-HWzh2HmJctZbXJjOceDo6m","2020-12-18 07:22:06","transfer","stakingfromspot","currency","staking_on_chain","KSM.S","spot / main",5.5844263200,0,82.2546628800
"LHA6C5-MHUZ2-EH7SPY","STZPOFS-P7TZC-UXX5US","2020-12-19 02:26:06","staking","","currency","staking_on_chain","KSM.S","spot / main",0.0769926500,0,82.3316555300
"LNS5LE-YEAJ3-APK6ZB","STF4YMQ-2ZROS-LUHEHT","2020-12-22 03:58:34","staking","","currency","staking_on_chain","DOT.S","spot / main",1.0761605900,0,819.9880591000
"L5LHTV-VLZVI-4W7G5I","STLR56L-SLWIN-BLRB67","2020-12-23 02:27:38","staking","","currency","staking_on_chain","KSM.S","spot / main",0.1081974000,0,82.4398529300
"L6OBHD-JM3CK-GEBLZ3","ST5HN4Z-RDPRV-OHR5PK","2020-12-25 03:59:57","staking","","currency","staking_on_chain","DOT.S","spot / main",0.8081542400,0,820.7962133400
"LOL7K4-AN4IM-WBUJHU","STM5SYR-EW56F-L3XDC3","2020-12-26 02:30:02","staking","","currency","staking_on_chain","KSM.S","spot / main",0.0812543900,0,82.5211073200
"LKHXPO-JHXL6-CAPKNN","FTZayrQ-tqdZuUtBWveBzpaeUa3lJx","2020-12-28 12:07:58","deposit","","currency","fiat","EUR","spot / main",2245.0000,0,2245.0000
"LQVO7F-26OLV-H4M56W","TSWXA6Q-MRXTI-QOJDF4","2020-12-28 12:39:57","spend","","currency","fiat","EUR","spot / main",-74.0000,0,2171.0000
"LFR6AD-SNPPR-EZKV3M","TSWXA6Q-MRXTI-QOJDF4","2020-12-28 12:39:57","receive","","currency","crypto","KSM","spot / main",1.6026907800,0,1.6026907800
"LIZJEJ-SZG6O-RBBFH3","FTfKoN0-9TREGyPtq7COk8pRyDq1bx","2020-12-28 12:43:33","transfer","spottostaking","currency","crypto","KSM","spot / main",-1.6026907800,0,0.0000000000
"LAHGAQ-AOJAI-5CAR2W","FTJWOck-zVFds2e6k6WLe5nIxGv7t4","2020-12-28 12:43:48","transfer","stakingfromspot","currency","staking_on_chain","KSM.S","spot / main",1.6026907800,0,84.1237981000
"LGJHUD-76ZZK-5ESEIE","STAP3HC-SO6TQ-5OZC5S","2020-12-29 04:09:07","staking","","currency","staking_on_chain","DOT.S","spot / main",1.0786331600,0,821.8748465000
"L5GLVB-7F7WX-CQARKP","FTifFGx-DHFZWgRjHFHUO6YEYjn8fu","2020-12-29 09:48:02","deposit","","currency","fiat","EUR","spot / main",21700.0000,0,23871.0000
"LBCPB6-PH2K4-JHZ7PO","TSU2KD4-AA37P-YQBU4L","2020-12-29 10:03:30","spend","","currency","fiat","EUR","spot / main",-16709.0000,0,7162.0000
"LTMD5W-YEXR6-BLA3ET","TSU2KD4-AA37P-YQBU4L","2020-12-29 10:03:30","receive","","currency","stable_coin","USDC","spot / main",20130.13110000,0,20130.13110000
"L4YGG3-D7RP3-MPKGNG","FTbSlzQ-nytftT7xLsA9lvwTLBoBRz","2020-12-29 10:12:47","withdrawal","","currency","stable_coin","USDC","spot / main",-2.50000000,2.50000000,20125.13110000
"LDNGJO-GDCNX-GOYZPJ","FTAQ8Vk-pNGuN3YDsOAEzaf5cNS8ob","2020-12-29 10:20:49","withdrawal","","currency","stable_coin","USDC","spot / main",-20122.63110000,2.50000000,0.00000000
"LVCV4F-OZXS5-ELUTL7","TSOUSET-ENPKN-XKZ5AW","2020-12-29 12:33:17","spend","","currency","fiat","EUR","spot / main",-2000.0000,0,5162.0000
"LRZVMR-AB5TP-LIR2IO","TSOUSET-ENPKN-XKZ5AW","2020-12-29 12:33:17","receive","","currency","stable_coin","USDC","spot / main",2411.10330000,0,2411.10330000
"LNCZ76-YMYK2-P7QBSB","FTYzmPn-iGylJ6lgOO8zzQvjkDvkvq","2020-12-29 12:39:01","withdrawal","","currency","stable_coin","USDC","spot / main",-2.50000000,2.50000000,2406.10330000
"LLG5KH-5QZV7-JUXIIN","FTZWe88-mt3Wvo22tLHlUiRWsB7Vaz","2020-12-29 12:44:14","withdrawal","","currency","stable_coin","USDC","spot / main",-2403.60330000,2.50000000,0.00000000
"L5UOUU-B664G-AAOHKK","TDRPRB-JUDCV-XL7GBF","2020-12-29 13:50:10","trade","tradespot","currency","fiat","EUR","spot / main",-699.9812,1.1200,4460.8988
"LFRPGT-7XSET-VU5GCB","TDRPRB-JUDCV-XL7GBF","2020-12-29 13:50:10","trade","tradespot","currency","crypto","BTC","spot / main",0.0327400000,0,0.0327428200
"L6PD6Y-EHOEU-WLDOON","TKU5D4-IXPL4-3SCBNF","2020-12-29 13:50:11","trade","tradespot","currency","fiat","EUR","spot / main",-1399.9850,2.2400,3058.6738
"LKY2D7-65OXR-KSAHE4","TKU5D4-IXPL4-3SCBNF","2020-12-29 13:50:11","trade","tradespot","currency","crypto","BTC","spot / main",0.0663500000,0,0.0990928200
"LRQAYJ-G72CM-UUNP7C","T2JU7H-J6UHN-HJXVEJ","2020-12-29 13:50:12","trade","tradespot","currency","fiat","EUR","spot / main",-800.0805,1.2801,2257.3132
"LFTH2N-2CXJ7-TX54E6","T2JU7H-J6UHN-HJXVEJ","2020-12-29 13:50:12","trade","tradespot","currency","crypto","BTC","spot / main",0.0381900000,0,0.1372828200
"LHQXF4-56R3Z-VALHPT","T25RD3-CSTZK-VFKEWL","2020-12-29 16:37:42","trade","tradespot","currency","fiat","EUR","spot / main",-50.0000,0.0800,2207.2332
"LHYVUF-NPPHV-CMEYS7","T25RD3-CSTZK-VFKEWL","2020-12-29 16:37:42","trade","tradespot","currency","crypto","KSM","spot / main",1.1363636400,0,1.1363636400
"LPWG35-IDDPT-KPMNP6","FTTMibM-rAhFjaoFxcxl6PUzSbLIXp","2020-12-29 16:42:18","transfer","spottostaking","currency","crypto","KSM","spot / main",-1.1363636400,0,0.0000000000
"LRQSB6-MK4KP-IENFHR","FTYJHlU-iNUlPVjOTtWuBCPl8gWZwm","2020-12-29 16:42:54","transfer","stakingfromspot","currency","staking_on_chain","KSM.S","spot / main",1.1363636400,0,85.2601617400
"L2NUOC-R4A6T-VRU2QS","TSVWCTD-3YAZG-UPEH4N","2020-12-29 18:14:15","spend","","currency","fiat","EUR","spot / main",-1000.0000,0,1207.2332
"LXCSU4-W4GCE-B7JN73","TSVWCTD-3YAZG-UPEH4N","2020-12-29 18:14:15","receive","","currency","crypto","LINK","spot / main",104.9617800000,0,104.9617800000
"L5RFV5-JQUFN-CCGFFH","FTJ6COJ-Y5R13W2H7cDmqkWPGvMPQn","2020-12-29 18:24:50","withdrawal","","currency","crypto","LINK","spot / main",-1.8800000000,0.1200000000,102.9617800000
"L4R3C3-4U6XP-TFPQQJ","FTaLaNc-G34lmVWdzCIUQOSvreNCVr","2020-12-29 18:39:41","withdrawal","","currency","crypto","LINK","spot / main",-102.8417800000,0.1200000000,0.0000000000
"LUQ5I6-3LM63-FSZKR7","FTfAnUa-gPR0wkXTYUBR6yaVxlHcYM","2020-12-29 18:47:49","withdrawal","","currency","crypto","BTC","spot / main",-0.0045000000,0.0005000000,0.1322828200
"LPC3CD-5J45O-VXAFOQ","FTPUDjR-j3IrDh3SrYtyPjfYXUL1cS","2020-12-29 18:55:50","withdrawal","","currency","crypto","BTC","spot / main",-0.1317800000,0.0005000000,0.0000028200
"L2W4HE-VPA4Q-OU5WN4","STS2P4W-MY7S6-Y52ELW","2020-12-30 02:31:30","staking","","currency","staking_on_chain","KSM.S","spot / main",0.1094088500,0,85.3695705900
"L6ZZ3Z-J47SG-TC2P3P","T5MALR-HSNSY-MSEAUB","2020-12-30 09:01:35","trade","tradespot","currency","fiat","EUR","spot / main",-299.9975,0.4800,906.7557
"LYB7Z3-3YTWC-QQ5L3E","T5MALR-HSNSY-MSEAUB","2020-12-30 09:01:35","trade","tradespot","currency","crypto","ETH","spot / main",0.5076100000,0,0.5076100000
"LP7LK6-BPRT5-TLFI7Y","FTgHc9i-glOZqniXPpzgf7Gtmbfzs7","2020-12-30 09:25:54","withdrawal","","currency","crypto","ETH","spot / main",-0.5026100000,0.0050000000,0.0000000000
"LLEPBM-EDZMH-Q5OCP4","T2ATZ7-YODSX-4LIQVR","2020-12-30 16:08:59","trade","tradespot","currency","fiat","EUR","spot / main",-400.0000,0.6400,506.1157
"LUZ2PI-KY4RZ-JF23MQ","T2ATZ7-YODSX-4LIQVR","2020-12-30 16:08:59","trade","tradespot","currency","crypto","LINK","spot / main",43.8596500000,0,43.8596500000
"LPTOG6-S7QUO-KT5FFK","FTGeN2S-I1upD3cgta8EMCakXC9OEz","2020-12-30 21:10:21","withdrawal","","currency","crypto","LINK","spot / main",-43.7396500000,0.1200000000,0.0000000000
"LYMQFS-PCYXV-NOJQ3H","FTan8hS-PRiq20ttgPyRpdNrsUbin7","2020-12-31 12:16:35","deposit","","currency","stable_coin","USDC","spot / main",10.00000000,0,10.00000000
"LGDNGD-JOJHK-G7BHLG","FTayGaz-ND3YQfmf8bvrMG4oZqoDEY","2020-12-31 12:26:43","deposit","","currency","stable_coin","USDC","spot / main",990.00000000,0,1000.00000000
"LH6I4R-XXZ6U-DFWMBX","TUKNWN-K6UTK-UNRLNQ","2020-12-31 13:13:40","trade","tradespot","currency","fiat","EUR","spot / main",-199.9465,0.3199,305.8493
"L5ZTR4-YEFLF-QG2V5M","TUKNWN-K6UTK-UNRLNQ","2020-12-31 13:13:40","trade","tradespot","currency","crypto","ETH","spot / main",0.3370187000,0,0.3370187000
"LH5ZN5-J5QSQ-DEPUIZ","TLXC36-ENSP4-TPF37M","2020-12-31 13:13:41","trade","tradespot","currency","fiat","EUR","spot / main",-0.0542,0.0001,305.7950
"L6RS5J-IF64E-ZA4XEG","TLXC36-ENSP4-TPF37M","2020-12-31 13:13:41","trade","tradespot","currency","crypto","ETH","spot / main",0.0000913000,0,0.3371100000
"L3YZGD-TMRYP-WR6XN7","TS2TWAQ-3TJJO-5ZVC47","2020-12-31 13:18:08","spend","","currency","stable_coin","USDC","spot / main",-1000.00000000,0,0.00000000
"LRIVEZ-NEABS-6ZG26H","TS2TWAQ-3TJJO-5ZVC47","2020-12-31 13:18:08","receive","","currency","fiat","EUR","spot / main",804.1300,0,1109.9250
"LTKP74-KZY2M-DJHPIN","TINGYS-YCJTJ-R4AJCI","2020-12-31 14:47:31","trade","tradespot","currency","fiat","EUR","spot / main",-200.0000,0.3200,909.6050
"LZROLT-5AVFM-AIJXUJ","TINGYS-YCJTJ-R4AJCI","2020-12-31 14:47:31","trade","tradespot","currency","crypto","LINK","spot / main",21.9298200000,0,21.9298200000
