"txid","refid","time","type","subtype","aclass","subclass","asset","wallet","amount","fee","balance"
"LSZKRO-DPFMN-DHO7EN","FTYuUjC-4XkDRhtEqKlgdeAYbrlL1I","2022-03-07 10:35:53","deposit","","currency","stable_coin","USDT","spot / main",1541.55685000,0,1541.55692200
"L7CMJJ-MX7WI-GC37FF","TSZC47C-KV7EE-2YVX5E","2022-03-07 10:47:55","spend","","currency","stable_coin","USDT","spot / main",-1541.55690000,0,0.00002200
"LYMF3H-5DBLU-QQW3HG","TSZC47C-KV7EE-2YVX5E","2022-03-07 10:47:55","receive","","currency","fiat","EUR","spot / main",1424.8600,21.0600,1403.8008
"L752DJ-2MNBB-IWVJTS","FTUppx1-d7CpFNstkBNvo2GOsn2DYz","2022-03-07 10:52:41","withdrawal","","currency","fiat","EUR","spot / main",-1403.7100,0.0900,0.0008
"LCIX43-WFRKP-6JX42H","STL4TTG-5XLCY-YVTFL7","2022-03-08 12:39:03","staking","","currency","staking_on_chain","DOT.S","spot / main",1.4015914200,0,1068.0495466700
"L7T545-IL5O4-7OB7PH","STMGG6X-AXBRK-KVVPWJ","2022-03-11 12:32:27","staking","","currency","staking_on_chain","DOT.S","spot / main",1.0524749000,0,1069.1020215700
"LGHRWC-UA6OG-CTREZU","STQ3MD3-5AEVT-AKXP4J","2022-03-15 12:49:25","staking","","currency","staking_on_chain","DOT.S","spot / main",1.4048146500,0,1070.5068362200
"LMOHKS-2K6HO-BJTDVN","STKOXAS-5OOGS-VLUQPF","2022-03-18 12:44:17","staking","","currency","staking_on_chain","DOT.S","spot / main",1.0548931600,0,1071.5617293800
"LFILNY-5BALP-DRLYI2","ST4A72E-N2BKU-N2DDCT","2022-03-22 13:10:19","staking","","currency","staking_on_chain","DOT.S","spot / main",1.4080441100,0,1072.9697734900
"LD4GV2-GOQRW-2J2BIT","FTS7Q83-jKwGCNSFG4j8CG2auB5H1h","2022-03-22 18:36:51","deposit","","currency","stable_coin","USDT","spot / main",1971.20542000,0,1971.20544200
"LDOJJD-EFGHL-SOGP46","TSWN6CJ-ZMFUU-NBO7XF","2022-03-22 19:16:41","spend","","currency","stable_coin","USDT","spot / main",-1971.20540000,0,0.00004200
"LPP2H5-CGI5S-SVLZ7T","TSWN6CJ-ZMFUU-NBO7XF","2022-03-22 19:16:41","receive","","currency","fiat","EUR","spot / main",1788.2800,26.4300,1761.8508
"LND7R5-BR7ME-VXYHZ4","FTVXOmE-7ElG49X7Npu1hTPRyxyvlY","2022-03-22 19:22:20","withdrawal","","currency","fiat","EUR","spot / main",-1321.3000,0.0900,440.4608
"LVYQ5I-4PKTT-54OG2T","FTjx11B-ZYWdbcZCJ2YsYt57CBiSqx","2022-03-22 19:22:31","withdrawal","","currency","fiat","EUR","spot / main",-440.3700,0.0900,0.0008
"LWUNHY-2N5PW-5TRDAL","FTHlvq1-tLP6s4HpSXGoxgfj1clkDo","2022-03-23 07:32:52","deposit","","currency","stable_coin","USDT","spot / main",2011.02266300,0,2011.02270500
"LZ37CL-EWG5F-P727KE","TSTUQTM-SJ46L-OCTZPB","2022-03-23 07:34:59","spend","","currency","stable_coin","USDT","spot / main",-2011.02270000,0,0.00000500
"LP2YHZ-QSZRW-HFXCET","TSTUQTM-SJ46L-OCTZPB","2022-03-23 07:34:59","receive","","currency","fiat","EUR","spot / main",1825.0000,26.9700,1798.0308
"LGA4PJ-PX3YK-53R6CA","FTBoc7c-G4pco52jydeqa0WmngOlGc","2022-03-23 07:40:08","withdrawal","","currency","fiat","EUR","spot / main",-1797.9400,0.0900,0.0008
"LMYBLH-XARV5-2O4OPE","STS5NDR-MVBQP-NBKAYZ","2022-03-25 19:58:26","staking","","currency","staking_on_chain","DOT.S","spot / main",1.0573133000,0,1074.0270867900
"LARVBC-TIEVI-GRQGPI","STTCNTN-Q3ZAL-CIQ6R2","2022-03-29 20:21:42","staking","","currency","staking_on_chain","DOT.S","spot / main",1.4111787200,0,1075.4382655100
"L274LI-MHFQ5-G64A2D","STH3OKQ-WEOZB-7U5BS4","2022-04-01 20:14:37","staking","","currency","staking_on_chain","DOT.S","spot / main",1.0596070500,0,1076.4978725600
"LBXG6G-WJZF5-U4Z6VZ","FTSLgk9-nLRQrsDUtoKVEkSiGG9Vqo","2022-04-04 10:07:30","deposit","","currency","stable_coin","USDT","spot / main",4006.04993900,0,4006.04994400
"LAK54S-WZMYY-X7UDEI","TSMPTIF-UFQ6Q-VAAATB","2022-04-04 11:14:48","spend","","currency","stable_coin","USDT","spot / main",-4006.04990000,0,0.00004400
"LSFWEJ-VPDSZ-I5UHEJ","TSMPTIF-UFQ6Q-VAAATB","2022-04-04 11:14:48","receive","","currency","fiat","EUR","spot / main",3641.4900,53.8200,3587.6708
"LNTLZD-PQTFG-7FFSBO","FTEjStp-h8rcBDZ9xXcAnI1kSqliiD","2022-04-04 11:17:32","withdrawal","","currency","fiat","EUR","spot / main",-1793.7400,0.0900,1793.8408
"LMXO5M-YEAXM-FCLZHF","FTcOVB5-EwdCnoh40AmFM3rpIWidhY","2022-04-04 11:18:10","withdrawal","","currency","fiat","EUR","spot / main",-1793.7500,0.0900,0.0008
"LDJIN6-VZP37-VZNZEN","STOIPHC-VERVL-LRGC5L","2022-04-05 14:23:08","staking","","currency","staking_on_chain","DOT.S","spot / main",1.4144212200,0,1077.9122937800
"LFAC57-JRRR4-3YGXML","STV3AP5-TJ5PB-V5K3RX","2022-04-08 15:03:48","staking","","currency","staking_on_chain","DOT.S","spot / main",1.0621602200,0,1078.9744540000
"LUX5AJ-5GN3M-IYWKV5","ST54WT6-Z6HJJ-X3C2N3","2022-04-12 15:22:32","staking","","currency","staking_on_chain","DOT.S","spot / main",1.4177504400,0,1080.3922044400
"LCRRVW-M5BMN-AUSZNA","STKHHPA-CZTYM-3IJOEF","2022-04-15 15:06:56","staking","","currency","staking_on_chain","DOT.S","spot / main",1.0645848100,0,1081.4567892500
"LE7Z6Y-H4B6Q-CJDDHS","STR36HR-2XKCX-6EHUOX","2022-04-19 15:28:21","staking","","currency","staking_on_chain","DOT.S","spot / main",1.4210114100,0,1082.8778006600
"LTJXRN-QXKM5-VKAKJE","STJYPA5-ZEFLN-MEAWZ3","2022-04-22 15:17:47","staking","","currency","staking_on_chain","DOT.S","spot / main",1.0670321100,0,1083.9448327700
"LXLWPK-ZGAZ7-QHA2KR","STVQV2B-VUOTY-U2EVEW","2022-04-26 15:39:21","staking","","currency","staking_on_chain","DOT.S","spot / main",1.4242779000,0,1085.3691106700
"LSA6JE-GEBAN-324YLR","STTCI2E-A7DH7-ZV42X7","2022-04-29 15:35:18","staking","","currency","staking_on_chain","DOT.S","spot / main",1.0694834100,0,1086.4385940800
"LP3SRX-5CLPJ-ALBGWS","FTY51Y3-WjKVyWKePnUILX1rdo0C8h","2022-05-03 09:58:46","deposit","","currency","stable_coin","USDT","spot / main",995.17984700,0,995.17989100
"LLJTVB-OIGD2-UJIMJG","TSD4WNR-3MDZD-RKSBIK","2022-05-03 09:59:05","spend","","currency","stable_coin","USDT","spot / main",-995.17980000,0,0.00009100
"LWUFDO-75WBZ-GZIE37","TSD4WNR-3MDZD-RKSBIK","2022-05-03 09:59:05","receive","","currency","fiat","EUR","spot / main",946.7100,13.9900,932.7208
"LHKWZL-BD7NQ-YYU7FZ","FTjwccm-2GlyBr9l77WJDNRmMphLm9","2022-05-03 10:01:22","withdrawal","","currency","fiat","EUR","spot / main",-932.6300,0.0900,0.0008
"LDLWUS-S2UZ6-CPARCE","STD53HB-FVUEH-XQATCE","2022-05-03 15:42:57","staking","","currency","staking_on_chain","DOT.S","spot / main",1.4275504800,0,1087.8661445600
"LFH47M-NWOSI-W5IIVI","STRHDRC-RCLCU-ZNF6EH","2022-05-07 00:10:31","staking","","currency","staking_on_chain","DOT.S","spot / main",1.0719428000,0,1088.9380873600
"LCZ3OY-WQ2KQ-3Z4LNM","FTOiKMp-Kq624ejpvdz1LOK7rSypCa","2022-05-10 13:40:21","transfer","stakingtospot","currency","staking_on_chain","DOT.S","spot / main",-1088.9380873600,0,0.0000000000
"LU5WYA-FDNCB-4IWHNC","FTDIcRr-gGmzGSMxayVeWmzIC6Drb0","2022-05-10 13:43:19","transfer","spotfromstaking","currency","crypto","DOT","spot / main",1088.9380873600,0,1088.9380873600
"LGFOSJ-F2DGE-BDTK3Z","FTNs4hn-mlnRwWsaQALUWen9UFgj5l","2022-05-10 13:48:17","withdrawal","","currency","crypto","DOT","spot / main",-1.0000000000,0.0500000000,1087.8880873600
"L7TLTS-HFER3-H2KLCO","FTP2DPn-rX3552saWWKUBKJlwX60ww","2022-05-10 13:55:52","withdrawal","","currency","crypto","DOT","spot / main",-1087.8380873600,0.0500000000,0.0000000000
"L6SI2K-OWSPY-GF2WQC","STE63ZF-SEOCA-JEBDAD","2022-05-11 06:51:30","staking","","currency","staking_on_chain","DOT.S","spot / main",1.4307089500,0,1.4307089500
"LYXYBU-T4PNC-GPQRPR","STQIEEB-LX22M-RNJCWO","2022-05-14 06:41:01","staking","","currency","staking_on_chain","DOT.S","spot / main",0.1897274500,0,1.6204364000
"LWMNOP-WWA73-YL3KAE","FTbtcIF-aQN6CW3G8rD0ShxN8LejPv","2022-05-17 14:01:57","deposit","","currency","stable_coin","USDT","spot / main",4049.92152300,0,4049.92161400
"LISEDJ-QCUWD-Y6RP3M","TSE7BRG-QJ2Y6-LUV55E","2022-05-17 14:11:55","spend","","currency","stable_coin","USDT","spot / main",-4049.92160000,0,0.00001400
"LK4X53-MJIUV-6ZPD4Z","TSE7BRG-QJ2Y6-LUV55E","2022-05-17 14:11:55","receive","","currency","fiat","EUR","spot / main",3841.7500,56.7700,3784.9808
"LXLJ4R-GX3CX-PJZR3W","FTNv0Mo-LdYN5LYy9TjuNXxEk1PZc7","2022-05-17 14:14:16","withdrawal","","currency","fiat","EUR","spot / main",-3784.8900,0.0900,0.0008
"L3BBA5-N7VQQ-CFOUY6","STPLTTP-3LE3X-ZXSPYG","2022-05-18 06:22:33","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0020524300,0,1.6224888300
"LUNFOJ-LZW5T-TGEBQG","STQZKF5-MS4XZ-KZTBL2","2022-05-21 06:28:34","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0015983400,0,1.6240871700
"LZJNI6-PU3WL-T3AHZ2","STCLHPV-FHNQY-SXT4A3","2022-05-24 19:55:16","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0021336800,0,1.6262208500
"LBNDMG-UW6L2-FYXOII","FTf7hWP-hUxCelhKgi1EQaPCPiwfhT","2022-05-27 13:56:46","deposit","","currency","crypto","ATOM","spot / main",2.00000000,0,2.00000000
"LB74D7-4VV6Q-VEVQSR","FTWaw8L-RVukyeFqlqBiF0D4dJNoej","2022-05-27 14:08:14","deposit","","currency","crypto","ATOM","spot / main",289.00000000,0,291.00000000
"LDU2WE-WARCL-AVKPWP","STHQABM-ZDP4H-MHLNVP","2022-05-27 15:54:06","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0016022900,0,1.6278231400
"LUFVPS-QFUVD-6KNTSZ","FTJHezM-uDy4bIqomzuRGln89BS4Lc","2022-05-28 13:20:29","deposit","","currency","crypto","LUNA2","spot / main",69.00000000,0,69.00000000
"LFEOW2-SPBY6-KFX4WL","TRGSOJ-QMLOK-QDJD35","2022-05-28 13:21:05","trade","tradespot","currency","crypto","LUNA2","spot / main",-69.00000000,0,0.00000000
"L53VOZ-4ZTQT-KGC5CB","TRGSOJ-QMLOK-QDJD35","2022-05-28 13:21:05","trade","tradespot","currency","fiat","EUR","spot / main",387.7842,1.0082,386.7768
"LFT7BL-5IPUV-7MQF5Q","ST5VCPK-5BKUW-2LDZBU","2022-05-31 16:09:48","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0021389000,0,1.6299620400
"LZWQPH-BCYKN-RC5HPY","STHIUKG-QS7TB-3XXYDL","2022-06-03 15:56:39","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0016060900,0,1.6315681300
"LNQNKX-BV3V3-DRQRA6","FTPxFKT-vqiblyoiWvRCd4h5Y2UX2M","2022-06-04 17:47:04","deposit","","currency","crypto","ATOM","spot / main",62.00000000,0,353.00000000
"LZL3Q2-T4I77-63JVPS","STWMUPA-R6TIZ-IYOR3R","2022-06-07 16:16:17","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0021438200,0,1.6337119500
"LBFTQU-B7JYV-MMEIGO","TS653OB-ABBNA-TPKIZ2","2022-06-09 17:07:49","spend","","currency","crypto","ATOM","spot / main",-353.00000000,0,0.00000000
"LBZI5T-J3G72-E6HQ73","TS653OB-ABBNA-TPKIZ2","2022-06-09 17:07:49","receive","","currency","fiat","EUR","spot / main",2997.4400,44.3000,3339.9168
"LS5JLY-XLM4F-RCB6XB","FTV9w3B-QddkOZh7huxefbsVdeDa1f","2022-06-09 17:10:24","withdrawal","","currency","fiat","EUR","spot / main",-3339.8200,0.0900,0.0068
"LCIF7F-UZ6NN-RM7GJ6","STZDW6R-EAAOB-A6KDLI","2022-06-10 16:01:09","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0016097800,0,1.6353217300
"LI55WO-5PM3P-EKEB4Z","ST2W2IR-PFOIP-2HXC7O","2022-06-14 16:11:30","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0021487500,0,1.6374704800
"LO4BEY-UMZKG-PZOCEM","STGMZYW-XBGCE-ECI2YX","2022-06-17 14:28:20","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0016134800,0,1.6390839600
"LTE2BH-26BWY-L3UAKJ","STBQS55-5EJXL-Q4S6CG","2022-06-21 14:47:51","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0021537300,0,1.6412376900
"LTI4TN-3GUGH-BEX2VI","STDFL3A-PMBPV-E7PD4X","2022-06-24 14:32:21","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0016172400,0,1.6428549300
"LPAIUK-J4ZDN-A2HD2T","ST2HPY7-IAW6U-MEHDMK","2022-06-28 15:13:28","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0021586900,0,1.6450136200
"LYOL4I-TJ246-IEUMEI","FTZfgqF-QN24ZDYDABjRYCLkZLV0ZP","2022-07-01 07:34:52","deposit","","currency","stable_coin","USDC","spot / main",4354.45025400,0,4354.45032400
"LP7WHP-Q3KDO-5P3GR2","TSFINXR-MWO2V-2ROM3V","2022-07-01 08:09:07","spend","","currency","stable_coin","USDC","spot / main",-4354.45030000,0,0.00002400
"LCRH2M-UXRET-QCX4HR","TSFINXR-MWO2V-2ROM3V","2022-07-01 08:09:07","receive","","currency","fiat","EUR","spot / main",4172.4300,61.6600,4110.7768
"LV6UFG-MK2UR-APLFSI","FTeHarb-tPFaMC2qlqm1yLqsUQNybi","2022-07-01 08:11:38","withdrawal","","currency","fiat","EUR","spot / main",-4110.6800,0.0900,0.0068
"LHNKEN-223XA-TLWVXE","STVJENF-5Y7UT-WDUAF3","2022-07-01 14:46:08","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013507900,0,1.6463644100
"LIE3FN-FMHVJ-DFTRBK","STMD6RC-ATW56-TV6L57","2022-07-05 15:05:17","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018027800,0,1.6481671900
"LPUVAZ-YR2LT-JJMSFK","STY3J3D-C25YG-NUK6BI","2022-07-08 14:56:38","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013534400,0,1.6495206300
"LNCRHK-MSNFU-XMPXIG","STURUBC-2BF4W-HEKQNB","2022-07-12 15:13:28","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018062400,0,1.6513268700
"L4HQRL-7EH3W-7NWTSB","ST37DAF-LFYZD-XSPKN3","2022-07-15 15:01:28","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013560300,0,1.6526829000
"LP3KUK-7WIND-VXDXNI","FTBXOdf-2ux0mbcjLYYaOeMJ2LfGKy","2022-07-17 13:53:01","deposit","","currency","stable_coin","USDC","spot / main",6771.37455500,0,6771.37457900
"LNX2SA-G6HFE-GO4S57","TSC7QPW-RVD2Y-GNILFY","2022-07-17 14:34:54","spend","","currency","stable_coin","USDC","spot / main",-6771.37450000,0,0.00007900
"L5QQP5-OHNMA-HTEDOX","TSC7QPW-RVD2Y-GNILFY","2022-07-17 14:34:54","receive","","currency","fiat","EUR","spot / main",6718.5600,99.2900,6619.2768
"LXUTL5-XKM35-OOJNJ6","FThZwnn-wjOQksOy2LkU0J1pTBtU7T","2022-07-17 14:37:33","withdrawal","","currency","fiat","EUR","spot / main",-6619.1800,0.0900,0.0068
"LZIEWS-XWI5N-KCXOOX","STM3O22-FKZA5-FG3Z55","2022-07-19 15:28:33","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018097000,0,1.6544926000
"LOMPUL-LZPGD-PHEQO7","STZT7M3-QZXR3-NETMO2","2022-07-22 15:14:32","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013586200,0,1.6558512200
"LQPFMO-O7WV7-UMPE47","STK4VAJ-3DXOI-PSV3XI","2022-07-26 15:34:20","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018131700,0,1.6576643900
"LZEYTT-UYVJY-JSK6IQ","STR27SO-TGGHV-PMW65I","2022-07-29 15:19:13","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013612300,0,1.6590256200
"L6TE2F-KBX5L-HUKYCT","STTQCYF-4LI4J-G2EFBA","2022-08-02 15:38:26","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018166400,0,1.6608422600
"LYUOYK-ZAQYL-2F26ZI","STSI3TY-NGO2F-ZUNXB7","2022-08-05 15:38:47","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013638300,0,1.6622060900
"L5QK7V-BFRK6-JKRYCN","ST77NM7-NHCI4-JNQUCI","2022-08-09 15:38:23","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018201200,0,1.6640262100
"L5OQS6-H2MBW-XFP7RP","FTXiBmf-d8DjXBExCCsmpM5LDtxp26","2022-08-09 17:07:53","deposit","","currency","crypto","ETH","spot / main",0.0000100000,0,0.0000120500
"LCWGLV-QSHZN-I75X5Z","FTcNI4F-GsrXAW4ww1GifuFolEHGjA","2022-08-09 17:16:06","deposit","","currency","crypto","ETH","spot / main",3.0000000000,0,3.0000120500
"L7ITBZ-TX3QW-Z26FT4","TSEHLDT-NEX3M-Q7VGGC","2022-08-09 17:17:22","spend","","currency","crypto","ETH","spot / main",-3.0000100000,0,0.0000020500
"L6SJC2-6UVW7-E6YSUK","TSEHLDT-NEX3M-Q7VGGC","2022-08-09 17:17:22","receive","","currency","fiat","EUR","spot / main",4984.6400,73.6600,4910.9868
"L4U2Y6-H5WDT-4MKLLL","FTb7cYE-OfeWDKxmqExd1x2z2jSmBm","2022-08-09 17:19:43","withdrawal","","currency","fiat","EUR","spot / main",-4910.8900,0.0900,0.0068
"LOTF6H-QJYEK-TMIA4S","STZVT3K-TVYRV-NE6KPP","2022-08-12 15:17:39","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013664500,0,1.6653926600
"LGWDUS-QXTAN-WLC7JB","STVDCN2-L54PY-QVVJKC","2022-08-16 15:47:44","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018236100,0,1.6672162700
"LEMMR6-2RWN3-5WUP3T","STGXJTC-UZ7VD-Y63OSL","2022-08-19 15:45:38","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013690700,0,1.6685853400
"LQF5NQ-HC2RI-PU32WO","FTNHLTW-uH6Vb4FZFeCtz3FEWibp8t","2022-08-20 16:42:25","deposit","","currency","crypto","FTM","spot / main",1.00000000,0,1.00000000
"LXNTKP-W2RPJ-VFIC4Z","FTKQAtL-YkRQZ00rTmCqF0snjVMTDn","2022-08-20 16:44:39","deposit","","currency","crypto","FTM","spot / main",13050.00000000,0,13051.00000000
"LVGCG7-5GAXN-HXFL3U","TSLDBEQ-CX2RE-QADTXP","2022-08-20 16:46:03","spend","","currency","crypto","FTM","spot / main",-13051.00000000,0,0.00000000
"LCUBTW-SZUVP-AVPG2N","TSLDBEQ-CX2RE-QADTXP","2022-08-20 16:46:03","receive","","currency","fiat","EUR","spot / main",3964.4000,58.5900,3905.8168
"LWMWOS-VCIVJ-U7IWDO","FTJlyQ9-NxTPcRBenhII6AR9IR8y7a","2022-08-20 16:50:37","withdrawal","","currency","fiat","EUR","spot / main",-99.9100,0.0900,3805.8168
"LAO3RS-BSTVZ-7RZTTH","FTdKsWA-cJ1X5zNakeuoicUl96ScWf","2022-08-20 16:52:07","withdrawal","","currency","fiat","EUR","spot / main",-3705.7200,0.0900,100.0068
"LVYKVK-DLIBT-6WFUK7","ST5XCEZ-VXA7M-UW4RTF","2022-08-23 16:03:19","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018271000,0,1.6704124400
"LRZ3UF-KFGJD-JVGYH6","STV2K4V-XPQYO-TFJKWW","2022-08-26 16:09:33","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013716900,0,1.6717841300
"LG7JHU-Y5RNB-TATSEP","STP62HJ-CLSR3-NB5RF6","2022-08-30 17:08:38","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018306000,0,1.6736147300
"LPFD7T-HFZQU-U5GYFQ","STHVU5Q-R3X6P-EGUGUV","2022-09-02 16:35:05","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013742900,0,1.6749890200
"LOUWH2-OY5KU-WRWYPD","FTIcNWY-RZrzxkw8ZhUNicH9ZEmwGd","2022-09-04 07:14:51","deposit","","currency","crypto","FTM","spot / main",1.00000000,0,1.00000000
"LEDKIW-EL5IT-TK7G2A","FTJM2oo-e5SdINPG1SRa5p9lVbO5dw","2022-09-04 07:18:15","deposit","","currency","crypto","FTM","spot / main",22341.36223520,0,22342.36223520
"LRB2LT-DYY3O-24AOLK","TSASODA-BBKKJ-KWJNNH","2022-09-04 07:23:21","spend","","currency","crypto","FTM","spot / main",-22342.36223000,0,0.00000520
"LA6CGK-Q2LWC-5Q6H26","TSASODA-BBKKJ-KWJNNH","2022-09-04 07:23:21","receive","","currency","fiat","EUR","spot / main",5995.0200,88.6000,6006.4268
"LHZ5AU-GP4JW-NKTSCJ","FTS1i1o-X2TM4FPMZfuMgaqdze4R4H","2022-09-04 07:26:18","withdrawal","","currency","fiat","EUR","spot / main",-6006.3300,0.0900,0.0068
"LBECQM-6PBIE-V6XKME","STQUNJP-44NRX-3HVQZN","2022-09-06 17:21:05","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018341000,0,1.6768231200
"LHE3LW-3TQ32-F36EUI","STAZDDQ-Z7SWR-2ZQFKZ","2022-09-09 16:50:25","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013769200,0,1.6782000400
"L4UL2V-4WZYQ-GBDWSG","STD4ZOI-VEXLI-S27LWG","2022-09-13 16:52:34","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018376100,0,1.6800376500
"LGSPQC-NAWOD-4OFFR7","STMHPDG-AS7BF-TRQJLM","2022-09-16 17:12:50","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013795700,0,1.6814172200
"LXITFD-YF2RF-IVHU33","FTEznGQ-K0EYRq26Y0ezvSxaIQqn9J","2022-09-17 17:08:22","deposit","","currency","crypto","FTM","spot / main",1.00000000,0,1.00000520
"LC7JBL-TQ6S2-GREXME","FTOIJzJ-6FjIaQBC5bWTrZJrvREn3b","2022-09-17 17:09:57","deposit","","currency","crypto","FTM","spot / main",23823.59415058,0,23824.59415578
"LHSOES-LJ4E5-ECBTFS","TSWPKZD-JRTUQ-FAVEVL","2022-09-17 17:10:16","spend","","currency","crypto","FTM","spot / main",-23824.59415000,0,0.00000578
"LWHXSW-JLRKB-VWTNSV","TSWPKZD-JRTUQ-FAVEVL","2022-09-17 17:10:16","receive","","currency","fiat","EUR","spot / main",5992.3900,88.5600,5903.8368
"LFECSF-CILCS-6UDZY4","FTMNKNT-394Z8IeH7AJqgu4adY1tjk","2022-09-17 17:12:34","withdrawal","","currency","fiat","EUR","spot / main",-5903.7400,0.0900,0.0068
