"txid","refid","time","type","subtype","aclass","subclass","asset","wallet","amount","fee","balance"
"LNKAHT-GZLRO-RBCBGJ","ELORHVU-34N3Y-XZZ6UW","2025-08-07 19:42:52","earn","autoallocation","currency","crypto","DOT","earn / liquid",2.1007403025,0,2.1009309225
"LXLRRL-4WSEE-JP56Z7","TQCWI5-RWWRM-RVD2EY","2025-08-07 19:43:53","trade","tradespot","currency","crypto","DOT","earn / liquid",-2.1009309200,0,0.0000000025
"LZSA43-GKZXE-N3NOSE","TQCWI5-RWWRM-RVD2EY","2025-08-07 19:43:53","trade","tradespot","currency","fiat","EUR","spot / main",6.7805,0.0271,4008.7568
"LO3UMW-LFOGO-L3ZRMQ","TOTURA-I2LVC-6W4AU7","2025-08-07 19:44:21","trade","tradespot","currency","fiat","EUR","spot / main",-4008.7499,0,0.0069
"LTD2BX-XLQST-HD3CFC","TOTURA-I2LVC-6W4AU7","2025-08-07 19:44:21","trade","tradespot","currency","crypto","SUI","spot / main",1259.89028,5.03956,1254.85072
"LPXGGP-RGTB6-QEPI57","ELTPIHG-H7WZL-QQALNW","2025-08-07 19:44:22","earn","autoallocation","currency","crypto","SUI","spot / main",-1254.85072,0,0.00000
"LSL5OK-NSERV-752ZFB","ELTPIHG-H7WZL-QQALNW","2025-08-07 19:44:22","earn","autoallocation","currency","crypto","SUI","earn / liquid",1254.85072,0,1254.85072
"L7C62L-RZ6NT-W4CNPD","FTKQfh3-7EwwJeUJtAsfZ2PxHdRRoj","2025-08-07 19:48:09","withdrawal","","currency","crypto","SUI","earn / liquid",-1254.60072,0.25000,0.00000
"LRPABE-PMBIO-Z4V5KR","EL3GWNF-EB7BX-7LBXAC","2025-08-10 19:29:46","earn","reward","currency","crypto","DOT","spot / main",0.0015449190,0.0004634757,0.0010814433
"LJUEM6-T4EAZ-EYXP2Y","ELUKRKC-AQN5B-BBPGZI","2025-08-10 19:29:46","earn","reward","currency","crypto","DOT","earn / liquid",0.0000002721,0.0000000816,0.0000001930
"LX6PE3-PT5QU-IW23MM","ELNQIBT-TK3QD-EM4PIC","2025-08-10 19:29:46","earn","autoallocation","currency","crypto","DOT","spot / main",-0.0010814433,0,0.0000000000
"LVXICM-O33LD-ZOD3SM","ELNQIBT-TK3QD-EM4PIC","2025-08-10 19:29:46","earn","autoallocation","currency","crypto","DOT","earn / liquid",0.0010814433,0,0.0010816363
"LGBRXU-TOYYF-Z2FTI3","ELWCPUF-OJ3XQ-3CXY5P","2025-08-10 19:29:47","earn","reward","currency","crypto","SOL","earn / liquid",0.0000000023,0.0000000006,0.0000063517
"L6V534-27WNZ-Q2RI5M","ELQ4P6D-SMCWW-AAXOEN","2025-08-10 19:29:48","earn","reward","currency","crypto","SUI","earn / liquid",0.00009,0.00002,0.00007
"L2LLWJ-OYUHY-SLBQ4G","ELIEYUX-BONW7-AVNP5Q","2025-08-17 19:30:02","earn","reward","currency","crypto","DOT","earn / liquid",0.0000014634,0.0000004390,0.0010826607
"LHHIOP-EAWVY-KPMIHJ","ELIW7UJ-R3JYL-FSLU4W","2025-08-17 19:30:02","earn","reward","currency","crypto","SOL","earn / liquid",0.0000000039,0.0000000011,0.0000063545
"LTHE47-4VW4B-BJ5P7I","FTfGOaV-j9M9CV0Z3ymaAR0EmiOvLp","2025-08-18 13:08:21","deposit","","currency","fiat","EUR","spot / main",1000.0000,0,1000.0069
"LA62UW-5RSDD-ZWIBZQ","FTcTYkG-MsufotjeIKXDXOV4IWS2JK","2025-08-18 13:15:02","deposit","","currency","fiat","EUR","spot / main",3000.0000,0,4000.0069
"LTK6CD-23EK5-5PVZ2A","TPWXPY-ZBPOD-NP3Z3U","2025-08-18 13:16:53","trade","tradespot","currency","fiat","EUR","spot / main",-4000.0000,0,0.0069
"LHGDUP-LR5CD-SSHTSD","TPWXPY-ZBPOD-NP3Z3U","2025-08-18 13:16:53","trade","tradespot","currency","crypto","SUI","spot / main",1306.15975,5.22464,1300.93511
"LMMEW7-KZWEW-ZYITHU","ELIRD57-BTJJ3-HC43GG","2025-08-18 13:16:53","earn","autoallocation","currency","crypto","SUI","spot / main",-1300.93511,0,0.00000
"L5QJSI-57PRQ-3QASIV","ELIRD57-BTJJ3-HC43GG","2025-08-18 13:16:53","earn","autoallocation","currency","crypto","SUI","earn / liquid",1300.93511,0,1300.93518
"LZBEQV-HAX73-ZHKSRH","FTOQ6Aa-PNiMpNGsCwYgAuTVDFf3re","2025-08-18 13:17:42","withdrawal","","currency","crypto","SUI","earn / liquid",-1300.68518,0.25000,0.00000
"L7NZQ3-4GDYF-V5LTR7","ELNGWTU-VMHAC-LLTLVW","2025-08-24 19:29:57","earn","reward","currency","crypto","DOT","earn / liquid",0.0000013736,0.0000004120,0.0010836223
"LBZKGB-KEUNH-G7IY7J","ELRB7UI-FR3GN-7UBWAA","2025-08-24 19:29:57","earn","reward","currency","crypto","SOL","earn / liquid",0.0000000048,0.0000000014,0.0000063579
"LCJTKP-IKHQU-AKP734","ELFSQJV-IJD7I-BUUSFN","2025-08-24 19:29:58","earn","reward","currency","crypto","ETH","earn / liquid",0.0000000001,0,0.0000002249
"LEZ4QE-4QX37-HCQFIY","ELGYIUN-TBMSB-QDH2VY","2025-08-24 19:29:58","earn","reward","currency","crypto","SUI","earn / liquid",0.00002,0,0.00002
"LVW7Q6-DOTYG-BENROJ","ELKTVIJ-SCXVV-2X2UC6","2025-08-31 19:29:50","earn","reward","currency","crypto","DOT","earn / liquid",0.0000014247,0.0000004274,0.0010846196
"L4WTMF-YBJYQ-63AZ7F","ELRLSJ5-7AFY7-LLXLOI","2025-08-31 19:29:50","earn","reward","currency","crypto","SOL","earn / liquid",0.0000000036,0.0000000010,0.0000063605
"L2DT7X-P6FZH-VITEQ4","ELWRQQ3-UGT2R-LGRBKP","2025-08-31 19:29:50","earn","reward","currency","crypto","ETH","earn / liquid",0.0000000001,0,0.0000002250
"LHKNNP-DIGAQ-IIHBCO","ELJDOWQ-DEHP7-BJULPO","2025-09-07 19:29:55","earn","reward","currency","crypto","DOT","earn / liquid",0.0000014155,0.0000004246,0.0010856105
"LGVHKR-7SCWU-HMP57P","ELVBR4P-435Z2-AQWJ7L","2025-09-07 19:29:55","earn","reward","currency","crypto","SOL","earn / liquid",0.0000000049,0.0000000014,0.0000063640
"LHPZ2G-ERGIZ-6MJ7G5","ELK5KSO-DE4S5-SCV4Z7","2025-09-14 19:29:41","earn","reward","currency","crypto","DOT","earn / liquid",0.0000014876,0.0000004462,0.0010866519
"LVEDPV-COZUH-MAKGJF","ELT4XR7-QH7H7-DNR5TQ","2025-09-14 19:29:42","earn","reward","currency","crypto","SOL","earn / liquid",0.0000000041,0.0000000012,0.0000063669
"L3KWXE-KPVF6-PS773F","ELZFJH2-U6YRF-NHNPI5","2025-09-14 19:29:42","earn","reward","currency","crypto","ETH","earn / liquid",0.0000000001,0,0.0000002251
"L3IFR4-FTKXC-4K5LVK","ELAMX23-2OZHG-ZNBIV4","2025-09-21 19:29:51","earn","reward","currency","crypto","DOT","earn / liquid",0.0000015120,0.0000004536,0.0010877103
"LR4KEJ-P7STD-7PDFUG","ELF567F-GJRLK-2LDAST","2025-09-21 19:29:52","earn","reward","currency","crypto","SOL","earn / liquid",0.0000000041,0.0000000012,0.0000063698
"LYOVSX-5J2U7-ZPDZR3","ELPXVPJ-UKRFV-2XB32I","2025-09-21 19:29:52","earn","reward","currency","crypto","ETH","earn / liquid",0.0000000001,0,0.0000002252
"LFYOP3-UIFNJ-KT3KGW","EL32PGW-23BHV-42F4TS","2025-09-28 19:32:52","earn","reward","currency","crypto","DOT","earn / liquid",0.0000014696,0.0000004408,0.0010887391
"L33ABZ-XGVJD-DIXJNI","ELPBQ5V-3NJWR-KHCI2V","2025-09-28 19:32:52","earn","reward","currency","crypto","SOL","earn / liquid",0.0000000040,0.0000000012,0.0000063726
"LIZG6R-ETBFA-BJF2O3","ELRZN3N-J6NE5-7YSO25","2025-10-05 19:30:02","earn","reward","currency","crypto","DOT","earn / liquid",0.0000014606,0.0000004381,0.0010897616
"L7YVOF-6FQST-JR6ZF5","EL23XSS-SB3DI-PILJ2A","2025-10-05 19:30:03","earn","reward","currency","crypto","SOL","earn / liquid",0.0000000039,0.0000000011,0.0000063754
"LIGY6N-NAJUQ-2QDTT4","ELNUXA2-VAE4V-7HTCJG","2025-10-05 19:30:03","earn","reward","currency","crypto","ETH","earn / liquid",0.0000000001,0,0.0000002253
"LFAFFB-XPVJI-ZSTS35","ELXYP65-5ASOR-QEZC27","2025-10-12 19:29:40","earn","reward","currency","crypto","DOT","earn / liquid",0.0000013931,0.0000004179,0.0010907368
"LFFA6H-EHOVJ-7PQSRZ","ELPM2SI-YHT5E-N36DFS","2025-10-12 19:29:43","earn","reward","currency","crypto","SOL","earn / liquid",0.0000000038,0.0000000011,0.0000063781
"LLOR2A-BHBG6-5BZT7D","ELQ34RA-RJ3P6-NFIIL4","2025-10-19 19:29:58","earn","reward","currency","crypto","DOT","earn / liquid",0.0000013525,0.0000004057,0.0010916836
"LV2TNB-FG5JW-CBXSMV","ELT6HTK-YDXZP-IAYR6Y","2025-10-19 19:30:00","earn","reward","currency","crypto","SOL","earn / liquid",0.0000000038,0.0000000011,0.0000063808
"LF5VAH-AUZ5G-UR7VQX","ELQ46UQ-BQ4E5-AYW2FW","2025-10-19 19:30:03","earn","reward","currency","crypto","ETH","earn / liquid",0.0000000001,0,0.0000002254
"L6LUTP-3P4O7-D5ESL2","ELTHXFB-47PMM-QHUTAR","2025-10-26 19:30:04","earn","reward","currency","crypto","DOT","earn / liquid",0.0000014122,0.0000004236,0.0010926722
"LJTCKG-3V3LL-XZ4B3R","ELBHKJY-ERBYM-2FYOFL","2025-10-26 19:30:05","earn","reward","currency","crypto","SOL","earn / liquid",0.0000000039,0.0000000011,0.0000063836
"LMXAP3-PYCIK-OBGTGJ","ELFIXNO-RBWXS-AN3VD6","2025-10-26 19:30:08","earn","reward","currency","crypto","ETH","earn / liquid",0.0000000001,0,0.0000002255
"LI3FDY-7AXRH-FKZQ35","ELWU4VE-DGPTH-OT6HEL","2025-11-02 19:35:30","earn","reward","currency","crypto","DOT","earn / liquid",0.0000013821,0.0000004146,0.0010936397
"LLET2Q-XDIXG-N4TSRJ","ELJEYD3-4U7MF-TTTWNU","2025-11-02 19:35:38","earn","reward","currency","crypto","SOL","earn / liquid",0.0000000038,0.0000000011,0.0000063863
"LAMFIT-ZGNFC-L7DGCG","EL5Z6BE-ZBPY6-X2NXOG","2025-11-09 19:36:43","earn","reward","currency","crypto","DOT","earn / liquid",0.0000013875,0.0000004162,0.0010946110
"LS3SJD-CJRWV-WGYEXO","ELG3KRU-5H4PS-TLUQRA","2025-11-09 19:36:52","earn","reward","currency","crypto","SOL","earn / liquid",0.0000000038,0.0000000011,0.0000063890
"LOJPK6-BAHJ3-LGABPL","ELCDPLU-TFESJ-GTVCGW","2025-11-09 19:37:04","earn","reward","currency","crypto","ETH","earn / liquid",0.0000000001,0,0.0000002256
"L6P3N4-T37EG-OQ4HBK","ELJCVR5-KA3MP-IX4ND4","2025-11-16 19:29:32","earn","reward","currency","crypto","DOT","spot / main",0.0000013888,0.0000004166,0.0000009722
"LT5BCV-ICXFP-AHQGHB","ELCCVYB-UVJLG-RTKTQE","2025-11-16 19:29:32","earn","reward","currency","crypto","SOL","spot / main",0.0000000038,0.0000000011,0.0000000027
"LQZL7X-BRFK3-G6MFHM","EL4HIIX-TSRQ2-L53K5C","2025-11-16 19:29:32","earn","autoallocation","currency","crypto","DOT","earn / liquid",-0.0010946110,0,0.0000000000
"L64TZR-KU2BL-BGAONJ","EL4HIIX-TSRQ2-L53K5C","2025-11-16 19:29:32","earn","autoallocation","currency","crypto","DOT","spot / main",0.0010946110,0,0.0010955832
"LGKMQV-URWXV-D4WJ62","ELRDOWQ-S7W3B-ZR75HT","2025-11-16 19:29:33","earn","reward","currency","crypto","ETH","spot / main",0.0000000001,0,0.0000000001
"LHZPKF-2QTGX-KC5X2C","ELLZCHM-URN3Z-277AGO","2025-11-16 19:29:33","earn","autoallocation","currency","crypto","ETH","earn / liquid",-0.0000002256,0,0.0000000000
"LCNE36-BCUEH-LOGPOR","ELLZCHM-URN3Z-277AGO","2025-11-16 19:29:33","earn","autoallocation","currency","crypto","ETH","spot / main",0.0000002256,0,0.0000002257
"LTP6JM-KU7TR-MGF7XH","ELLZCHM-URN3Z-277AGO","2025-11-16 19:29:33","earn","autoallocation","currency","crypto","SOL","earn / liquid",-0.0000063890,0,0.0000000000
"LHSHDA-W7W2C-SGV62C","ELLZCHM-URN3Z-277AGO","2025-11-16 19:29:33","earn","autoallocation","currency","crypto","SOL","spot / main",0.0000063890,0,0.0000063917
"LWZD5T-UDMVP-GG33NH","EL7DFHI-ETFKN-NUGRNZ","2025-11-17 11:01:30","earn","autoallocation","currency","crypto","SUI","earn / liquid",-0.00002,0,0.00000
"LJ5HWB-NYJKD-FN74I2","EL7DFHI-ETFKN-NUGRNZ","2025-11-17 11:01:30","earn","autoallocation","currency","crypto","SUI","spot / main",0.00002,0,0.00002
"L4MCYT-SYX7A-5BKWEM","EL55KJU-KQVJ5-UP4RYW","2025-11-23 19:29:30","earn","reward","currency","crypto","DOT","spot / main",0.0000013900,0.0000004170,0.0010965562
"L6C2HG-OR6KK-3MVRUS","EL7CJ3I-7YWSR-RPJAHE","2025-11-23 19:29:31","earn","reward","currency","crypto","SOL","spot / main",0.0000000032,0.0000000009,0.0000063940
"LODX7C-JQANS-MFPAJN","ELYEUFG-F4MEM-WOW3XL","2025-11-30 19:29:29","earn","reward","currency","crypto","DOT","spot / main",0.0000012987,0.0000003896,0.0010974653
"LFR5SG-M5I5R-JNHSUD","ELIFJO7-RLUWV-YPUPKK","2025-11-30 19:29:29","earn","reward","currency","crypto","SOL","spot / main",0.0000000039,0.0000000011,0.0000063968
"LJDZCP-TJE26-G7LTYJ","EL7FVPW-3XSZG-DBYL2G","2025-11-30 19:29:29","earn","reward","currency","crypto","ETH","spot / main",0.0000000001,0,0.0000002258
"LZ4E2I-YCRN2-TXAVQK","ELLZA7V-TYJYY-4LQNSA","2025-12-07 19:29:33","earn","reward","currency","crypto","DOT","spot / main",0.0000013020,0.0000003906,0.0010983767
"LF36J5-LLKJM-MRM6N5","ELXBU5C-3XDPW-6CIDCU","2025-12-07 19:29:33","earn","reward","currency","crypto","SOL","spot / main",0.0000000043,0.0000000012,0.0000063999
"LIDDVI-R6VDK-VZ7MV5","ELEK2HQ-3ZUEL-XZI57W","2025-12-07 19:29:33","earn","reward","currency","crypto","ETH","spot / main",0.0000000001,0,0.0000002259
"LUIEQC-7TK5X-3JJU7K","ELY7JMF-YD3PP-5WOUAU","2025-12-14 19:29:37","earn","reward","currency","crypto","DOT","spot / main",0.0000013430,0.0000004029,0.0010993168
"LCO7PK-UCYXV-AS36XL","ELDHRKP-CM7PS-5B3NIO","2025-12-14 19:29:37","earn","reward","currency","crypto","SOL","spot / main",0.0000000037,0.0000000011,0.0000064025
"LSLFS6-ZJEXP-YIEZUN","ELQIE6M-UCEUI-4Q7AKT","2025-12-21 19:29:46","earn","reward","currency","crypto","DOT","spot / main",0.0000012620,0.0000003786,0.0011002002
"LU6C4U-LMECJ-3LU4IS","EL26VI7-LR5ES-KG33WP","2025-12-21 19:29:46","earn","reward","currency","crypto","SOL","spot / main",0.0000000038,0.0000000011,0.0000064052
"LAPX75-UL4VD-OQXJGJ","ELVF4HN-GAWLW-OUCVIG","2025-12-21 19:29:46","earn","reward","currency","crypto","ETH","spot / main",0.0000000001,0,0.0000002260
"L6O3UG-C4LVW-UNVNMO","ELOH7JR-FADVJ-A4GJW7","2025-12-28 19:29:30","earn","reward","currency","crypto","DOT","spot / main",0.0000012609,0.0000003782,0.0011010829
"LE3DYD-XKZ6R-NZS2KD","EL5XWAK-V3MLS-JITVRH","2025-12-28 19:29:30","earn","reward","currency","crypto","SOL","spot / main",0.0000000037,0.0000000011,0.0000064078
"LTSUVH-KUUZT-3UXP5Y","ELDLM6H-FB6AZ-O3DQUC","2025-12-28 19:29:30","earn","reward","currency","crypto","ETH","spot / main",0.0000000001,0,0.0000002261
