"txid","refid","time","type","subtype","aclass","subclass","asset","wallet","amount","fee","balance"
"LNJNRF-FPIR2-RMN2WQ","FTdq4iX-RyBzMj5Gc1fAmpAoOhxk6r","2024-03-26 08:17:07","withdrawal","","currency","fiat","EUR","spot / main",-4123.3600,1.0000,0.0068
"LVDFZ6-V6W4E-CNWXYT","EL3VGNV-UETXL-NFC4LF","2024-03-31 21:20:41","earn","reward","currency","crypto","DOT","earn / flexible",0.0036468464,0.0007293692,1.9269541234
"LIKGJL-2EF7E-ZG5SAP","FTDv0ab-7uv8dkVR5zuDc86a2y18YF","2024-04-02 12:05:21","deposit","","currency","stable_coin","USDC","spot / main",6000.00060000,0,6000.00062000
"L2AQMI-67VBF-HGN6XH","TSM4ZLI-FATKY-PHBULS","2024-04-02 12:09:29","spend","","currency","stable_coin","USDC","spot / main",-6000.00060000,0,0.00002000
"L5VEV4-GQXXN-CLVMNQ","TSM4ZLI-FATKY-PHBULS","2024-04-02 12:09:29","receive","","currency","fiat","EUR","spot / main",5581.8000,82.4900,5499.3168
"LVHV4G-7WCRN-J4JLMA","FTIRZ07-Byv3FezxVC0zaCJR8Dl96d","2024-04-02 12:10:23","withdrawal","","currency","fiat","EUR","spot / main",-5498.3100,1.0000,0.0068
"L3PWOM-CGLEB-VKUFMQ","EL6UXI3-WWVTO-4TARTT","2024-04-07 21:20:36","earn","reward","currency","crypto","DOT","earn / flexible",0.0036376045,0.0007275209,1.9298642070
"L7U4GZ-Y2OPB-C2OVZP","EL7BHXV-M7DUU-ZVZA55","2024-04-14 21:20:26","earn","reward","currency","crypto","DOT","earn / flexible",0.0028442351,0.0005688470,1.9321395951
"LUIMDC-7FR6X-MB7TMX","FTXGPzr-hm4fOIMyypw6inhZvXYmt4","2024-04-17 19:40:02","deposit","","currency","stable_coin","USDC","spot / main",6000.00060000,0,6000.00062000
"L5RQWU-XBVDO-G6OUE7","TSC7SDY-JUM3X-N52ZZL","2024-04-17 20:10:37","spend","","currency","stable_coin","USDC","spot / main",-6000.00060000,0,0.00002000
"L2ALQY-ONPIP-4WFRXS","TSC7SDY-JUM3X-N52ZZL","2024-04-17 20:10:37","receive","","currency","fiat","EUR","spot / main",5626.8000,83.1500,5543.6568
"LPEMIL-GFJ7Q-CSZMV4","FTa7cFp-K3XbB8M50cPbwpcmHl0Pqr","2024-04-17 20:11:16","withdrawal","","currency","fiat","EUR","spot / main",-5542.6500,1.0000,0.0068
