user_id,time,account,operation,coin,change,remark,source_file,export_year
201486434,25-01-13 18:22:53,Spot,Asset Recovery,FTM,-0.63181866,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-01-15 07:52:59,Spot,Token Swap - Distribution,S,0.63181866,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-01-16 09:35:16,Spot,Deposit,USDC,0.1,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-01-16 09:40:19,Spot,Deposit,USDC,999.9,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-01-16 09:41:12,Spot,Transaction Fee,EUR,-0.922925,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-01-16 09:41:12,Spot,Transaction Spend,USDC,-1000.645,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-01-16 09:41:12,Spot,Transaction Buy,EUR,971.5,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-01-16 09:42:49,Spot,Fiat Withdraw,EUR,-970.58,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-02-04 11:24:31,Spot,Deposit,USDC,0.01,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-02-04 11:24:32,Spot,Deposit,USDC,2998.2799,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-02-04 11:26:36,Spot,Transaction Fee,EUR,-0.527345,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-02-04 11:26:36,Spot,Transaction Fee,EUR,-0.389785,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-02-04 11:26:36,Spot,Transaction Spend,USDC,-2000.45572,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-02-04 11:26:36,Spot,Transaction Spend,USDC,-573.64034,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-02-04 11:26:36,Spot,Transaction Fee,EUR,-1.83901,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-02-04 11:26:36,Spot,Transaction Buy,EUR,1935.8,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-02-04 11:26:36,Spot,Transaction Buy,EUR,555.1,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-02-04 11:26:36,Spot,Transaction Buy,EUR,410.3,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-02-04 11:26:36,Spot,Transaction Spend,USDC,-424.04505,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-02-04 11:27:13,Spot,Binance Convert,EUR,0.09921139,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
201486434,25-02-04 11:27:13,Spot,Binance Convert,USDC,-0.10334,,Binance-Transaction-History-202603101620(UTC+1)_031a147a - All transactions 2025.xlsx,2025
