Time,Coin,Quantity,Description
2021-09-03 16:59:50.434068,USD,64.23095000,spot_quote
2021-09-03 16:59:50.434068,USD,44.51650000,spot_quote
2021-09-03 16:59:50.434068,USD,3.17950000,spot_quote
2021-09-03 16:59:50.434068,USD,91.56960000,spot_quote
2021-09-03 16:59:50.434068,USD,1992.75390000,spot_quote
2021-09-03 16:59:50.434068,USD,63.57000000,spot_quote
2021-09-03 16:59:50.434068,USD,136.03980000,spot_quote
2021-09-03 16:59:50.434068,USD,1.27140000,spot_quote
2021-09-03 16:59:50.434068,USD,0.63570000,spot_quote
2021-09-03 16:59:50.434068,CEL,-3.50000000,spot_base
2021-09-03 16:59:50.434068,CEL,-0.10000000,spot_base
2021-09-03 16:59:50.434068,CEL,-1.10000000,spot_base
2021-09-03 16:59:50.434068,CEL,-235.10000000,spot_base
2021-09-03 16:59:50.434068,CEL,-3.00000000,spot_base
2021-09-03 16:59:50.434068,CEL,-0.50000000,spot_base
2021-09-03 16:59:50.434068,CEL,-64.80000000,spot_base
2021-09-03 16:59:50.434068,CEL,-28.80000000,spot_base
2021-09-03 16:59:50.434068,CEL,-0.20000000,spot_base
2021-09-03 16:59:50.434068,CEL,-1.00000000,spot_base
2021-09-03 16:59:50.434068,CEL,-0.10000000,spot_base
2021-09-03 16:59:50.434068,CEL,-5.00000000,spot_base
2021-09-03 16:59:50.434068,CEL,-0.10000000,spot_base
2021-09-03 16:59:50.434068,CEL,-55.00000000,spot_base
2021-09-03 16:59:50.434068,CEL,-56.00000000,spot_base
2021-09-03 16:59:50.434068,CEL,-10.10000000,spot_base
2021-09-03 16:59:50.434068,CEL,-7.00000000,spot_base
2021-09-03 16:59:50.434068,CEL,-0.50000000,spot_base
2021-09-03 16:59:50.434068,CEL,-14.40000000,spot_base
2021-09-03 16:59:50.434068,CEL,-313.40000000,spot_base
2021-09-03 16:59:50.434068,CEL,-10.00000000,spot_base
2021-09-03 16:59:50.434068,CEL,-21.40000000,spot_base
2021-09-03 16:59:50.434068,CEL,-0.20000000,spot_base
2021-09-03 16:59:50.434068,CEL,-0.10000000,spot_base
2021-09-03 17:01:05.015295,USDT,7.11000000,spot_base
2021-09-03 17:01:05.015295,USD,-0.00497999,spot_fee
2021-09-03 17:01:05.015295,USD,-7.11426600,spot_quote
2021-09-03 17:01:45.429371,USDT,10157.47000000,spot_base
2021-09-03 17:01:45.429371,USD,-7.11449514,spot_fee
2021-09-03 17:01:45.429371,USD,-10163.56448200,spot_quote
2021-09-03 17:02:26.896869,USDT,-10164.58000000,withdrawal 5112462
